Date,Open,High,Low,Close,Volume
2019-06-17,16.15999984741211,21.940000534057617,16.059999465942383,19.700000762939453,3287700
2019-06-24,19.739999771118164,20.82999992370605,17.406999588012695,19.149999618530277,775000
2019-07-01,19.36000061035156,20.420000076293945,17.1200008392334,19.18000030517578,425000
2019-07-08,18.81999969482422,19.8799991607666,16.079999923706055,19.8799991607666,421800
2019-07-15,20.399999618530277,22.9060001373291,19.07999992370605,20.780000686645508,417500
2019-07-22,20.530000686645508,26.871000289916992,19.71999931335449,26.1200008392334,289500
2019-07-29,26.0,26.280000686645508,22.32999992370605,25.299999237060547,291300
2019-08-05,25.190000534057617,30.1299991607666,23.57999992370605,25.950000762939453,578900
2019-08-12,25.01000022888184,27.5,24.809999465942383,26.34000015258789,448300
2019-08-19,26.57999992370605,29.540000915527344,25.06100082397461,28.15999984741211,378900
2019-08-26,28.43000030517578,30.302000045776367,25.3799991607666,27.709999084472656,637800
2019-09-02,27.780000686645508,29.88999938964844,25.01000022888184,25.940000534057617,331400
2019-09-09,26.020000457763672,26.200000762939453,20.1299991607666,20.200000762939453,456400
2019-09-16,20.15999984741211,20.6299991607666,17.19499969482422,18.8799991607666,1406700
2019-09-23,19.06999969482422,21.700000762939453,18.82999992370605,19.82999992370605,710100
2019-09-30,19.88999938964844,25.96999931335449,19.075000762939453,19.729999542236328,591800
2019-10-07,19.34000015258789,19.75,17.010000228881836,18.25,487100
2019-10-14,18.309999465942383,20.979999542236328,18.100000381469727,20.43000030517578,311800
2019-10-21,20.559999465942383,21.90999984741211,19.90999984741211,20.989999771118164,400300
2019-10-28,21.3700008392334,23.899999618530277,19.81999969482422,23.200000762939453,328800
2019-11-04,23.350000381469727,24.243000030517575,18.600000381469727,19.96999931335449,255400
2019-11-11,19.8700008392334,20.780000686645508,17.6299991607666,19.479999542236328,336900
2019-11-18,19.399999618530277,22.420000076293945,19.075000762939453,19.82999992370605,492300
2019-11-25,19.700000762939453,20.649999618530277,18.145000457763672,19.690000534057617,289200
2019-12-02,19.649999618530277,24.309999465942383,18.600000381469727,22.989999771118164,446500
2019-12-09,22.979999542236328,25.5,19.690000534057617,21.09000015258789,401500
2019-12-16,20.959999084472656,21.940000534057617,18.40999984741211,20.440000534057617,1075400
2019-12-23,20.68000030517578,23.520000457763672,20.01000022888184,23.07999992370605,386700
2019-12-30,23.1200008392334,34.0,18.8700008392334,19.170000076293945,1671300
2020-01-06,19.020000457763672,20.899999618530277,16.8700008392334,20.229999542236328,1512800
2020-01-13,20.399999618530277,20.8700008392334,19.670000076293945,20.18000030517578,1125400
2020-01-20,21.440000534057617,25.940000534057617,21.0,24.709999084472656,914100
2020-01-27,24.420000076293945,25.75,23.26000022888184,24.690000534057617,447900
2020-02-03,24.600000381469727,27.15999984741211,24.209999084472656,26.09000015258789,662800
2020-02-10,27.170000076293945,27.270000457763672,22.75,24.020000457763672,559800
2020-02-17,25.0,25.5,22.5,22.59000015258789,531100
2020-02-24,22.600000381469727,25.100000381469727,20.549999237060547,21.770000457763672,1142500
2020-03-02,23.239999771118164,24.934999465942383,22.43000030517578,24.40999984741211,846300
2020-03-09,23.3799991607666,24.209999084472656,10.779999732971191,19.0,1147800
2020-03-16,17.0,19.899999618530277,12.506999969482422,16.8799991607666,1244400
